WO_NO,EQP_TAG,DETC_DT,STRT_DT,END_DT,MNT_TYPE,FAIL_MODE,DOWN_MIN,PART_CHG,WRKR_ID,WRK_TEAM,REMARK
WO-2024-00741,P1-BF2-CAS01,2024-05-07 14:59,2024-05-07 19:44,2024-05-08 01:59,BM,ETC,0,N,MT-1001,MT-A,확인 중
WO-2024-00742,P1-SM1-BOF02,2024-05-07 15:15,2024-05-07 21:02,2024-05-08 19:55,BM,WER,1373,N,MT-1004,MT-A,"2호기 재발, 표면 마모 확인"
WO-2024-00743,P1-CC1-SEG04,2024-05-07 15:31,2024-05-07 17:31,2024-05-07 21:08,TBM,,190,N,MT-1004,MT-A,"4호기 재발, 계획 점검 수행"
WO-2024-00744,P1-SM1-CRN01,2024-05-07 15:48,2024-05-07 21:24,2024-05-08 15:33,BM,,1088,N,MT-1006,MT-A,현상 재현 안됨
WO-2024-00745,P1-CR1-CRN01,2024-05-07 22:04,2024-05-08 01:10,2024-05-08 06:02,TBM,,291,N,MT-1017,MT-C,정기점검 - 이상없음
WO-2024-00746,P1-CC2-SEG04,2024-05-08 06:05,2024-05-08 06:46,2024-05-08 08:11,TBM,,85,Y,MT-1009,MT-B,월간 점검 완료
WO-2024-00747,P1-CR1-CAL01,2024-05-08 07:53,2024-05-08 11:38,2024-05-08 12:30,TBM,ELE,0,N,MT-1010,MT-B,
WO-2024-00748,P1-CR1-PMP02,2024-05-08 08:54,2024-05-08 12:34,2024-05-08 17:04,TBM,ELE,255,N,MT-1011,MT-B,절연 저하
WO-2024-00749,P1-BF2-HSV01,2024-05-08 14:41,2024-05-08 17:03,2024-05-08 20:31,TBM,,207,Y,MT-1011,MT-B,"1호기 재발, 정기점검 실시"
WO-2024-00750,P1-BF1-HSV02,2024-05-08 15:27,2024-05-08 16:57,2024-05-08 21:25,TBM,,267,Y,MT-1011,MT-B,TBM 점검
WO-2024-00751,P1-BF2-HSV02,2024-05-09 06:44,2024-05-09 07:55,2024-05-09 11:14,BM,ELE,100,N,MT-1015,MT-C,전류 불안정
WO-2024-00752,P1-BF1-BLW01,2024-05-09 15:06,2024-05-09 18:06,2024-05-09 19:15,TBM,,68,N,MT-1013,MT-C,계획 점검 수행
WO-2024-00753,P1-CC1-SEG04,2024-05-09 18:23,2024-05-09 22:56,2024-05-10 10:56,BM,LUB,720,N,MT-1001,MT-A,누유 확인
WO-2024-00754,P1-SP2-IGF01,2024-05-10 02:47,2024-05-10 04:27,2024-05-10 06:41,BM,ELE,120,N,MT-1007,MT-B,"  1호기 재발, 인버터 알람 "
WO-2024-00755,P1-CR1-RCL01,2024-05-10 06:19,2024-05-10 09:19,2024-05-10 11:17,BM,MAL,117,N,MT-1023,MT-D,인터록 작동
WO-2024-00756,P1-SP1-SCR02,2024-05-10 08:40,2024-05-10 13:46,2024-05-10 18:57,BM,ETC,310,N,MT-1020,MT-D,확인 중
WO-2024-00757,P1-CC2-PMP01,2024-05-10 14:24,2024-05-12 10:38,2024-05-12 18:18,CBM,ELE,460,N,MT-1020,MT-D,절연 저하
WO-2024-00758,P1-BF2-HSV02,2024-05-10 22:57,2024-05-11 02:37,2024-05-11 06:41,TBM,,244,Y,MT-1007,MT-B,점검 이상없음
WO-2024-00759,P1-SP2-CLR01,2024-05-11 06:11,2024-05-11 08:56,2024-05-11 10:27,TBM,ELE,0,N,MT-1003,MT-A,ELE 이상
WO-2024-00760,P1-SP1-AGT01,2024-05-11 07:13,2024-05-11 13:02,2024-05-11 14:59,BM,UNB,117,N,MT-1006,MT-A,진동치 증가
WO-2024-00761,P1-BF2-BFR01,2024-05-11 14:37,2024-05-11 19:30,2024-05-12 15:25,BM,WER,1195,Y,MT-1006,MT-A,표면 마모 확인
WO-2024-00762,P1-SP1-AGT01,2024-05-11 23:44,2024-05-12 02:42,2024-05-12 06:49,TBM,,165,N,MT-1015,MT-C,"  1호기 재발, 점검 이상없음 "
WO-2024-00763,P1-CC2-SEG02,2024-05-12 02:19,2024-05-12 03:58,2024-05-12 05:12,TBM,,0,N,MT-1020,MT-D,정기점검 실시
WO-2024-00764,P1-SP2-DCF02,2024-05-12 06:59,2024-05-12 07:24,2024-05-12 11:49,TBM,,210,N,MT-1011,MT-B,TBM 점검
WO-2024-00765,P1-CC2-MLD01,2024-05-12 20:24,2024-05-12 22:59,2024-05-13 02:52,TBM,,150,N,MT-1023,MT-D,정기점검 - 이상없음
WO-2024-00766,P1-CC1-SEG01,2024-05-12 23:05,2024-05-13 03:00,2024-05-13 07:04,TBM,,0,N,MT-1023,MT-D,
WO-2024-00767,P1-CC1-INS01,2024-05-13 14:08,2024-05-13 16:17,2024-05-13 20:51,TBM,MAL,274,N,MT-1016,MT-C,설비 트립
WO-2024-00768,P1-CR1-PMP03,2024-05-13 14:47,2024-05-13 15:21,2024-05-13 16:14,TBM,ELE,35,N,MT-1018,MT-C,인버터 알람
WO-2024-00769,P1-SM1-CRN01,2024-05-13 16:25,2024-05-13 17:09,2024-05-13 20:33,TBM,,204,N,MT-1017,MT-C,TBM 점검
WO-2024-00770,P1-BF1-HSV03,2024-05-13 18:11,2024-05-13 20:22,2024-05-14 05:07,BM,,525,N,MT-1002,MT-A,확인 중
WO-2024-00771,P1-BF1-HSV03,2024-05-13 20:33,2024-05-13 23:18,2024-05-14 03:59,TBM,,195,Y,MT-1003,MT-A,월간 점검 완료
WO-2024-00772,P1-CC2-PMP01,2024-05-13 23:25,2024-05-14 02:24,2024-05-14 06:19,TBM,BRG,234,N,MT-1004,MT-A,베어링 이상음
WO-2024-00773,P1-SP2-SNM01,2024-05-14 06:06,2024-05-14 08:19,2024-05-14 11:19,TBM,,179,Y,MT-1024,MT-D,정기점검 - 이상없음
WO-2024-00774,P1-SP1-MIX02,2024-05-14 07:05,2024-05-14 08:04,2024-05-14 11:31,TBM,,207,N,MT-1023,MT-D,정기점검 실시
WO-2024-00775,P1-SP1-AGT01-MTR,2024-05-14 07:16,2024-05-14 07:29,2024-05-14 10:01,TBM,,50,N,MT-1021,MT-D,정기점검 실시
WO-2024-00776,P1-CR1-CAL01,2024-05-14 07:17,2024-05-19 12:14,2024-05-19 16:05,CBM,ETC,185,Y,MT-1021,MT-D,재점검 필요
WO-2024-00777,P1-SP2-AGT01,2024-05-14 07:32,2024-05-16 23:11,2024-05-17 05:30,CBM,BRG,378,N,MT-1022,MT-D,BRG소음 확인
WO-2024-00778,P1-SP2-BCV02,2024-05-14 15:47,2024-05-14 19:38,2024-05-14 23:10,TBM,,211,Y,MT-1021,MT-D,
WO-2024-00779,P1-SP2-AGT01-MTR,2024-05-14 22:59,2024-05-15 01:37,2024-05-15 03:25,TBM,,40,N,MT-1010,MT-B,순회점검 후속
WO-2024-00780,P1-CR1-WLD01,2024-05-15 06:29,2024-05-18 17:05,2024-05-18 19:31,CBM,ETC,146,N,MT-1003,MT-A,재점검 필요
WO-2024-00781,P1-BF1-CAS01,2024-05-15 15:42,2024-05-15 16:54,2024-05-15 20:17,TBM,,202,N,MT-1003,MT-A,계획 점검 수행
WO-2024-00782,P1-BF1-BFR01,2024-05-15 22:54,2024-05-16 01:33,2024-05-16 06:30,TBM,,0,Y,MT-1015,MT-C,순회점검 후속
WO-2024-00783,P1-SP2-SNM01,2024-05-16 01:11,2024-05-16 02:47,2024-05-16 03:57,BM,ELE,69,N,MT-1021,MT-D,인버터 알람
WO-2024-00784,P1-CR1-SPM01-MTR,2024-05-16 06:10,2024-05-16 10:04,2024-05-16 14:09,TBM,,245,N,MT-1009,MT-B,TBM 점검
WO-2024-00785,P1-CC1-SCC01,2024-05-16 06:48,2024-05-16 09:54,2024-05-16 11:48,TBM,,114,N,MT-1009,MT-B,
WO-2024-00786,P1-SP1-CRS01,2024-05-16 09:36,2024-05-16 10:24,2024-05-16 20:08,BM,LUB,435,N,MT-1007,MT-B,누유 확인
WO-2024-00787,P1-CC1-PMP01,2024-05-16 14:56,2024-05-16 16:44,2024-05-16 20:05,TBM,,75,Y,MT-1008,MT-B,TBM 점검
WO-2024-00788,P1-CR1-PKL01,2024-05-17 06:15,2024-05-17 09:08,2024-05-17 12:02,TBM,,0,Y,MT-1016,MT-C,
WO-2024-00789,P1-BF2-CAS01,2024-05-17 07:02,2024-05-17 08:53,2024-05-17 10:27,BM,WER,75,N,MT-1014,MT-C,표면 마모 확인
WO-2024-00790,P1-SP1-SNM01,2024-05-17 07:42,2024-05-17 09:44,2024-05-17 14:10,TBM,,266,N,MT-1017,MT-C,"1호기 재발, 순회점검 후속"
WO-2024-00791,P1-CC1-PMP02,2024-05-17 07:44,2024-05-17 09:01,2024-05-17 10:57,TBM,,75,N,MT-1013,MT-C,"2호기 재발, 정기점검 실시"
WO-2024-00792,P1-SP2-MIX01,2024-05-17 15:42,2024-05-17 18:13,2024-05-17 20:58,TBM,,164,N,MT-1013,MT-C,
WO-2024-00793,P1-SP1-BCV03,2024-05-17 22:21,2024-05-18 00:21,2024-05-18 01:05,BM,LUB,44,Y,MT-1001,MT-A,"3호기 재발, 누유 확인"
WO-2024-00794,P1-SP2-IGF01,2024-05-17 15:55,2024-05-17 17:44,2024-05-17 22:21,TBM,,195,N,MT-1015,MT-C,  월간 점검 완료 
WO-2024-00795,P1-CC1-EMS01,2024-05-17 23:46,2024-05-18 03:20,2024-05-18 07:14,TBM,,170,N,MT-1002,MT-A,월간 점검 완료
WO-2024-00796,P1-CC2-INS01,2024-05-18 06:42,2024-05-18 07:04,2024-05-18 09:55,TBM,,171,N,MT-1020,MT-D,"1호기 재발, 월간 점검 완료"
WO-2024-00797,P1-SP1-EXF01,2024-05-18 06:38,2024-05-18 08:38,2024-05-18 11:34,BM,UNB,175,N,MT-1023,MT-D,"1호기 재발, 진동치 증가"
WO-2024-00798,P1-SP2-AGT01,2024-05-18 12:26,2024-05-25 14:20,2024-05-25 22:50,CBM,UNB,510,Y,MT-1019,MT-D,불평형 의심
WO-2024-00799,P1-SM1-CRN01,2024-05-18 14:47,2024-05-18 17:52,2024-05-19 01:32,BM,BRG,459,N,MT-1020,MT-D,
WO-2024-00800,P1-SP2-AGT01,2024-05-18 23:34,2024-05-19 02:44,2024-05-19 13:09,BM,LUB,625,N,MT-1012,MT-B,"1호기 재발, 급유 불량"
WO-2024-00801,P1-SP2-MIX02,2024-05-19 10:39,2024-05-19 13:26,2024-05-19 18:03,TBM,,277,Y,MT-1002,MT-A,TBM 점검
WO-2024-00802,P1-SP1-MIX01,2024-05-19 15:05,2024-05-19 19:34,2024-05-19 22:55,BM,LUB,201,N,MT-1004,MT-A,오일 레벨 저하
WO-2024-00803,P1-SP2-BCV04,2024-05-19 15:53,2024-05-19 19:08,2024-05-19 23:26,TBM,MAL,180,Y,MT-1006,MT-A,  제어 이상 
WO-2024-00804,P1-SM1-DCF01,2024-05-19 20:26,2024-05-19 23:59,2024-05-20 03:13,TBM,,0,N,MT-1013,MT-C,월간 점검검 완료
WO-2024-00805,P1-SP1-IGF01,2024-05-19 22:20,2024-05-19 23:26,2024-05-19 23:56,BM,WER,30,Y,MT-1015,MT-C,WEAR 확인
WO-2024-00806,P1-SP1-CLR01,2024-05-19 22:25,2024-05-19 23:41,2024-05-20 01:54,TBM,,133,N,MT-1016,MT-C,"1호기 재발, 월간 점검 완료"
WO-2024-00807,P1-BF2-BLW01,2024-05-19 23:33,2024-05-20 04:48,2024-05-20 07:01,BM,LUB,125,Y,MT-1014,MT-C,윤활유 누유
WO-2024-00808,P1-SM1-BOF02,2024-05-19 23:36,2024-05-20 02:07,2024-05-20 05:58,TBM,,130,N,MT-1013,MT-C,정기점검 - 이상없음
WO-2024-00809,P1-CC1-TUN01,2024-05-20 04:44,2024-05-20 05:57,2024-05-20 09:47,TBM,,0,N,MT-1023,MT-D,정기점검 실시
WO-2024-00810,P1-CC2-TUN01,2024-05-20 15:46,2024-05-20 16:54,2024-05-20 20:09,TBM,,195,N,MT-1010,MT-B,월간 점검검 완료
WO-2024-00811,P1-SP1-DCF02,2024-05-20 20:01,2024-05-21 22:51,2024-05-22 04:49,CBM,SEL,270,Y,MT-1020,MT-D,
WO-2024-00812,P1-CC2-SEG01,2024-05-21 07:20,2024-05-21 11:07,2024-05-21 13:31,TBM,,80,N,MT-1014,MT-C,TBM 점검
WO-2024-00813,P1-SM1-BOF02,2024-05-20 23:56,2024-05-21 01:25,2024-05-21 10:47,BM,MAL,562,N,MT-1022,MT-D,동작 불량
WO-2024-00814,P1-CC2-SCC01,2024-05-21 07:43,2024-05-21 10:01,2024-05-21 12:36,TBM,,0,N,MT-1017,MT-C,순회점검 후속
WO-2024-00815,P1-SP1-DCF01,2024-05-21 22:32,2024-05-22 00:55,2024-05-22 03:41,TBM,,165,N,MT-1006,MT-A,월간 점검 완료
WO-2024-00816,P1-SM1-BOF02,2024-05-22 14:56,2024-05-22 18:50,2024-05-23 00:09,BM,MAL,319,N,MT-1019,MT-D,오작동 발생
WO-2024-00817,P1-CC1-INS01,2024-05-21 23:05,2024-05-22 04:54,2024-05-22 11:08,BM,SEL,295,N,MT-1006,MT-A,"1호기 재발, 냉각수 누설"
WO-2024-00818,P1-CC2-PMP02,2024-05-22 17:58,2024-05-22 21:13,2024-05-23 00:43,TBM,,210,N,MT-1024,MT-D,계획 점검 수행
WO-2024-00819,P1-CC1-LDT01,2024-05-22 23:55,2024-05-23 04:47,2024-05-23 07:26,BM,LUB,0,N,MT-1007,MT-B,
WO-2024-00820,P1-SM1-LFR01,2024-05-23 06:51,2024-05-23 09:53,2024-05-23 11:08,TBM,,30,N,MT-1005,MT-A,
WO-2024-00821,P1-CC2-SEG04,2024-05-23 07:43,2024-05-23 10:17,2024-05-23 13:59,TBM,,0,N,MT-1004,MT-A,점검 이상없음
WO-2024-00822,P1-BF2-BFR01,2024-05-23 07:57,2024-05-23 09:24,2024-05-23 13:30,TBM,,0,N,MT-1001,MT-A,"1호기 재발, 계획 점검 수행"
WO-2024-00823,P1-SP1-AGT01,2024-05-23 13:31,2024-05-25 06:32,2024-05-25 12:02,CBM,BRG,0,N,MT-1001,MT-A,  구동측 베어링 발열 
WO-2024-00824,P1-SP2-CRS01,2024-05-23 14:57,2024-05-23 18:13,2024-05-24 15:45,BM,ETC,1292,Y,MT-1002,MT-A,특이사항
WO-2024-00825,P1-CR1-INS01,2024-05-23 15:30,2024-05-23 15:56,2024-05-23 18:22,TBM,,146,N,MT-1001,MT-A,
WO-2024-00826,P1-CC2-EMS01,2024-05-23 22:31,2024-05-24 02:12,2024-05-24 05:35,TBM,,0,N,MT-1016,MT-C,순회점검 후속
WO-2024-00827,P1-BF1-HSV01,2024-05-24 18:45,2024-05-24 19:17,2024-05-24 22:14,BM,,176,N,MT-1019,MT-D,  현상 재현 안됨 
WO-2024-00828,P1-CC2-TUN01,2024-05-24 19:11,2024-05-24 22:35,2024-05-25 01:42,BM,MAL,186,Y,MT-1021,MT-D,
WO-2024-00829,P1-CR1-SPM01,2024-05-25 10:52,2024-05-30 00:50,2024-05-30 09:48,CBM,WER,537,N,MT-1013,MT-C,WEAR 확인
WO-2024-00830,P1-CC1-SEG02,2024-05-25 07:59,2024-05-25 13:57,2024-05-25 14:40,BM,WER,15,Y,MT-1015,MT-C,라이너 마모
WO-2024-00831,P1-CC2-LDT01,2024-05-25 15:04,2024-05-25 18:35,2024-05-25 19:42,BM,SEL,67,N,MT-1018,MT-C,패킹 누설
WO-2024-00832,P1-SM1-RHD01,2024-05-25 15:30,2024-05-25 17:35,2024-05-25 18:52,TBM,,25,N,MT-1014,MT-C,
WO-2024-00833,P1-CR1-CAL01,2024-05-25 15:55,2024-05-25 19:06,2024-05-26 05:01,BM,ETC,595,N,MT-1016,MT-C,"1호기 재발, 확인 중"
WO-2024-00834,P1-SP2-EXF01,2024-05-26 06:06,2024-05-26 07:25,2024-05-26 11:57,TBM,,135,N,MT-1023,MT-D,
WO-2024-00835,P1-CR1-FAN01,2024-05-26 06:13,2024-05-26 06:41,2024-05-26 15:09,BM,LUB,450,N,MT-1019,MT-D,"1호기 재발, 급유 불량"
WO-2024-00836,P1-CC2-LDT01,2024-05-26 12:18,2024-05-26 14:04,2024-05-26 18:54,TBM,,190,N,MT-1024,MT-D,점검 이상없음
WO-2024-00837,P1-CC1-SEG03,2024-05-26 15:48,2024-05-26 18:14,2024-05-26 22:23,TBM,,155,N,MT-1024,MT-D,
WO-2024-00838,P1-CR1-SPM01,2024-05-26 23:05,2024-05-27 01:17,2024-05-27 09:02,BM,,464,N,MT-1009,MT-B,특이사항
WO-2024-00839,P1-BF1-HSV02,2024-05-26 23:43,2024-05-27 00:02,2024-05-27 03:35,BM,,185,Y,MT-1009,MT-B,"2호기 재발, 특이사항"
WO-2024-00840,P1-SP2-AGT01,2024-05-27 06:16,2024-05-27 06:24,2024-05-27 10:13,TBM,,70,N,MT-1001,MT-A,월간 점검 완료
WO-2024-00841,P1-BF2-HSV03,2024-05-27 06:28,2024-05-27 09:21,2024-05-27 11:47,TBM,,145,Y,MT-1005,MT-A,"3호기 재발, 정기점검 - 이상없음"
WO-2024-00842,P1-BF2-BLW01,2024-05-27 06:43,2024-05-27 10:20,2024-05-27 15:08,TBM,ELE,287,N,MT-1003,MT-A,절연 저하
WO-2024-00843,P1-SP2-DCF01,2024-05-27 07:54,2024-05-27 10:07,2024-05-27 12:25,TBM,,0,N,MT-1006,MT-A,"1호기 재발, 정기점검검 - 이상없음"
WO-2024-00844,P1-SM1-BOF01,2024-05-27 13:35,2024-05-27 14:01,2024-05-27 17:12,TBM,,105,N,MT-1006,MT-A,TBM 점검
WO-2024-00845,P1-CR1-PMP02,2024-05-27 15:04,2024-05-27 17:38,2024-05-28 03:15,BM,LUB,576,N,MT-1002,MT-A,그리스 부족
WO-2024-00846,P1-CR1-PMP01,2024-05-27 23:50,2024-05-28 01:47,2024-05-28 04:59,TBM,,0,Y,MT-1013,MT-C,월간 점검 완료
WO-2024-00847,P1-SP2-BCV02,2024-05-28 07:47,2024-05-28 09:37,2024-05-28 14:19,BM,BRG,245,Y,MT-1012,MT-B,"2호기 재발, BRG소음 확인"
WO-2024-00848,P1-BF1-BLW01,2024-05-28 18:59,2024-05-28 22:17,2024-05-29 00:20,BM,UNB,85,N,MT-1023,MT-D,
WO-2024-00849,P1-CC2-INS01,2024-05-28 23:57,2024-05-29 01:45,2024-05-29 14:30,BM,,764,N,MT-1023,MT-D,
WO-2024-00850,P1-CC1-MLD01,2024-05-29 12:28,2024-05-29 15:02,2024-05-29 22:19,BM,ETC,437,N,MT-1016,MT-C,재점검 필요
WO-2024-00851,P1-BF1-HSV01,2024-05-29 22:01,2024-05-30 02:21,2024-05-30 10:17,BM,MAL,476,N,MT-1005,MT-A,오작동 발생
WO-2024-00852,P1-CC2-SCC01,2024-05-30 02:11,2024-05-30 03:29,2024-05-30 12:11,BM,LUB,521,N,MT-1011,MT-B,급유 불량
WO-2024-00853,P1-CR1-PMP02,2024-05-30 23:06,2024-05-31 02:35,2024-05-31 05:02,BM,ELE,146,N,MT-1011,MT-B,절연 저하
WO-2024-00854,P1-CC1-PMP01,2024-05-31 06:04,2024-05-31 08:53,2024-05-31 16:13,BM,LUB,440,Y,MT-1004,MT-A,
WO-2024-00855,P1-CC2-MLD01,2024-05-31 06:36,2024-05-31 09:00,2024-05-31 17:13,BM,WER,492,Y,MT-1004,MT-A,WEAR 확인
WO-2024-00856,P1-CC1-INS01,2024-05-31 22:19,2024-06-02 15:37,2024-06-02 18:09,CBM,SEL,140,N,MT-1017,MT-C,
WO-2024-00857,P1-CR1-TCM01,2024-06-01 05:39,2024-06-01 06:59,2024-06-01 09:12,TBM,,0,N,MT-1024,MT-D,정기점검 실시
WO-2024-00858,P1-BF1-HSV01,2024-06-01 07:20,2024-06-01 08:20,2024-06-01 10:46,TBM,MAL,146,N,MT-1008,MT-B,
WO-2024-00859,P1-SM1-CRN01,2024-06-01 13:47,2024-06-08 03:15,2024-06-08 12:27,CBM,WER,552,Y,MT-1012,MT-B,마모 진행
WO-2024-00860,P1-CR1-PMP03,2024-06-01 15:00,2024-06-01 18:20,2024-06-02 07:51,BM,UNB,811,N,MT-1010,MT-B,회전체 밸런스 불량
WO-2024-00861,P1-CC1-SEG02,2024-06-01 22:07,2024-06-02 04:04,2024-06-02 22:32,BM,ETC,1107,Y,MT-1020,MT-D,원인 미상
WO-2024-00862,P1-SM1-CRN02,2024-06-01 22:36,2024-06-02 01:20,2024-06-02 04:19,TBM,,178,N,MT-1020,MT-D,"2호기 재발, 정기점검 - 이상없음"
WO-2024-00863,P1-BF2-CAS01,2024-06-01 22:46,2024-06-01 23:46,2024-06-02 04:38,TBM,,145,N,MT-1020,MT-D,TBM 점검
WO-2024-00864,P1-SP1-DCF02,2024-06-01 22:54,2024-06-01 23:15,2024-06-02 03:55,TBM,,280,Y,MT-1022,MT-D,"  2호기 재발, 점검 이상없음 "
WO-2024-00865,P1-CR1-SPM01,2024-06-01 23:23,2024-06-02 02:45,2024-06-02 07:33,TBM,,288,N,MT-1021,MT-D,TBM 점검
WO-2024-00866,P1-CR1-WLD01,2024-06-01 23:42,2024-06-02 01:31,2024-06-02 03:34,TBM,SEL,123,N,MT-1022,MT-D,
WO-2024-00867,P1-CC2-SEG03,2024-06-01 23:49,2024-06-02 00:45,2024-06-02 01:31,TBM,,46,N,MT-1024,MT-D,순회점검 후속
WO-2024-00868,P1-SM1-BOF02,2024-06-02 07:28,2024-06-02 08:17,2024-06-02 19:22,BM,WER,664,N,MT-1017,MT-C,표면 마모 확인
WO-2024-00869,P1-SP2-MIX02,2024-06-02 07:37,2024-06-02 13:09,2024-06-02 17:55,BM,WER,285,N,MT-1013,MT-C,마모량 초과
WO-2024-00870,P1-CC2-LDT01,2024-06-02 13:49,2024-06-02 18:10,2024-06-02 20:43,BM,ETC,153,N,MT-1014,MT-C,현상 재현 안됨
WO-2024-00871,P1-SP1-EXF01,2024-06-02 14:57,2024-06-02 17:51,2024-06-02 20:09,TBM,,137,Y,MT-1015,MT-C,
WO-2024-00872,P1-BF1-BFR01,2024-06-02 15:44,2024-06-02 21:17,2024-06-03 03:11,BM,WER,354,N,MT-1015,MT-C,
WO-2024-00873,P1-SP1-SNM01,2024-06-03 07:19,2024-06-03 11:18,2024-06-04 02:07,BM,WER,888,N,MT-1020,MT-D,
WO-2024-00874,P1-CC2-SEG01,2024-06-03 15:32,2024-06-03 16:13,2024-06-04 12:50,BM,SEL,1237,N,MT-1023,MT-D,
WO-2024-00875,P1-BF2-HSV02,2024-06-03 22:20,2024-06-04 00:16,2024-06-04 07:15,BM,ELE,0,N,MT-1011,MT-B,
WO-2024-00876,P1-SP2-DCF01,2024-06-03 22:30,2024-06-03 23:07,2024-06-04 05:56,BM,ETC,409,N,MT-1007,MT-B,확인 중
WO-2024-00877,P1-CC1-MLD01,2024-06-03 23:57,2024-06-04 00:32,2024-06-04 03:18,TBM,,0,N,MT-1007,MT-B,정기점검 실시
WO-2024-00878,P1-SP1-AGT01,2024-06-04 07:42,2024-06-08 00:57,2024-06-08 08:35,CBM,UNB,457,N,MT-1005,MT-A,불평형 의심
WO-2024-00879,P1-CC1-SEG02,2024-06-04 15:39,2024-06-04 17:48,2024-06-04 21:21,TBM,,0,Y,MT-1005,MT-A,
WO-2024-00880,P1-CC1-SEG04,2024-06-04 22:07,2024-06-05 02:04,2024-06-05 06:56,TBM,,150,Y,MT-1013,MT-C,  TBM 점검 
WO-2024-00881,P1-SP2-CRS01,2024-06-04 22:50,2024-06-08 00:48,2024-06-08 02:22,CBM,WER,94,N,MT-1015,MT-C,마모량 초과
WO-2024-00882,P1-SP1-MIX01,2024-06-05 14:05,2024-06-05 17:41,2024-06-05 22:40,TBM,,298,N,MT-1010,MT-B,점검 이상없음
WO-2024-00883,P1-SP1-CRS01,2024-06-05 14:12,2024-06-05 15:15,2024-06-05 20:15,TBM,,105,N,MT-1008,MT-B,점검 이상없음
WO-2024-00884,P1-SP1-EXF01,2024-06-05 15:40,2024-06-11 07:11,2024-06-11 08:49,CBM,LUB,98,N,MT-1007,MT-B,오일 레벨 저하
WO-2024-00885,P1-CC1-LDT01,2024-06-05 23:43,2024-06-06 01:06,2024-06-06 02:12,TBM,,25,N,MT-1022,MT-D,정기점검 실시
WO-2024-00886,P1-SP1-EXF01,2024-06-06 07:43,2024-06-06 10:28,2024-06-06 17:56,BM,ELE,420,N,MT-1013,MT-C,절연 저하
WO-2024-00887,P1-BF2-HSV01,2024-06-06 09:37,2024-06-06 12:55,2024-06-06 14:49,TBM,,35,Y,MT-1018,MT-C,
WO-2024-00888,P1-CC1-LDT01,2024-06-06 20:16,2024-06-06 23:18,2024-06-07 05:16,BM,LUB,358,N,MT-1006,MT-A,윤활유 누유
WO-2024-00889,P1-SP2-EXF01,2024-06-07 05:01,2024-06-14 05:46,2024-06-14 07:24,CBM,MAL,90,Y,MT-1009,MT-B,"1호기 재발, 설비 트립"
WO-2024-00890,P1-SP2-MIX02,2024-06-07 14:46,2024-06-07 16:01,2024-06-08 08:05,BM,LUB,963,N,MT-1020,MT-D,누유 확인
WO-2024-00891,P1-BF1-PCI01,2024-06-07 15:07,2024-06-07 17:34,2024-06-07 20:55,TBM,WER,201,N,MT-1021,MT-D,"1호기 재발, 표면 마모 확인"
WO-2024-00892,P1-SP2-EXF01-MTR,2024-06-07 15:20,2024-06-07 18:09,2024-06-07 19:43,TBM,,94,N,MT-1024,MT-D,TBM 점검
WO-2024-00893,P1-BF2-HSV02,2024-06-07 15:45,2024-06-07 16:26,2024-06-07 21:20,TBM,MAL,0,Y,MT-1023,MT-D,
WO-2024-00894,P1-BF2-PCI01,2024-06-07 19:43,2024-06-07 22:52,2024-06-08 03:21,TBM,,269,Y,MT-1007,MT-B,정기점검 실시
WO-2024-00895,P1-BF1-BLW01,2024-06-07 22:07,2024-06-07 22:21,2024-06-08 00:05,TBM,,0,N,MT-1007,MT-B,
WO-2024-00896,P1-CR1-RCL01,2024-06-07 22:08,2024-06-07 23:02,2024-06-08 01:22,TBM,,139,N,MT-1008,MT-B,
WO-2024-00897,P1-SP1-IGF01,2024-06-08 07:20,2024-06-08 10:46,2024-06-08 11:55,TBM,,68,Y,MT-1004,MT-A,TBM 점검
WO-2024-00898,P1-SP1-AGT01,2024-06-08 07:43,2024-06-08 09:56,2024-06-08 13:19,TBM,,180,Y,MT-1004,MT-A,"1호기 재발, 정기점검 실시"
WO-2024-00899,P1-SP1-EXF01-MTR,2024-06-08 14:31,2024-06-08 16:16,2024-06-08 19:07,TBM,,135,N,MT-1005,MT-A,순회점검 후속
WO-2024-00900,P1-CR1-PMP02,2024-06-08 14:31,2024-06-08 16:31,2024-06-08 20:36,TBM,,0,N,MT-1001,MT-A,TBM 점검
WO-2024-00901,P1-SP1-BCV03,2024-06-08 14:39,2024-06-08 19:22,2024-06-09 03:40,BM,LUB,498,N,MT-1003,MT-A,"3호기 재발, 오일 레벨 저하"
WO-2024-00902,P1-BF1-PCI01,2024-06-08 15:00,2024-06-08 18:14,2024-06-08 21:58,BM,WER,224,N,MT-1004,MT-A,
WO-2024-00903,P1-CC2-LDT01,2024-06-08 15:15,2024-06-08 17:03,2024-06-09 00:38,BM,SEL,250,Y,MT-1006,MT-A,누수 발생
WO-2024-00904,P1-CR1-CRN01,2024-06-08 22:33,2024-06-09 00:37,2024-06-09 03:27,TBM,,169,N,MT-1018,MT-C,점검 이상없음
WO-2024-00905,P1-CR1-PMP03,2024-06-08 22:54,2024-06-09 01:59,2024-06-09 06:11,TBM,,0,N,MT-1013,MT-C,"  3호기 재발, TBM 점검 "
WO-2024-00906,P1-SP2-CRS01,2024-06-08 22:59,2024-06-09 00:17,2024-06-09 02:47,TBM,,115,N,MT-1017,MT-C,"1호기 재발, TBM 점검"
